open,high,low,close,volume,market,viable
3.00E-05,3.00E-05,2.00E-05,3.00E-05,9,11595,1
0.0112,0.0112,0.00471,0.00611,98,418269,1
0.01846,0.02001,0.01613,0.01638,3857,937870,1
0.00017,0.00021,0.00017,2.00E-04,32,6178,1
0.75435,0.804,0.69994,0.72185,4570,814342,1
0.45339,0.46656,0.4437,0.46656,49280,10222400,1
9.00E-05,9.00E-05,6.00E-05,6.00E-05,7,5798,0
0.78574,0.81843,0.76406,0.77869,39954,17034700,1
0.86186,0.92146,0.84638,0.91974,174774,10333800,1
0.00102,0.00171,0.00101,0.00131,23,20936,0
0.00013,0.00013,0.00012,0.00013,6,22023,1
0.00056,0.00057,0.00047,0.00048,29,12495,1
2.02,2.02,1.48,1.61,65696,5305200,1
1.58,1.66,1.53,1.54,18045,2148210,1
0.00287,0.00287,0.0024,0.00287,21,13003,0
7.00E-05,8.00E-05,4.00E-05,6.00E-05,2,4694,1
0.00232,0.00232,0.0013,0.00132,7,6334,0
0.00032,0.00034,0.00031,0.00034,3,38517,1
0.15694,0.21031,0.15694,0.20796,6562,4708040,0
4.00E-04,0.00049,0.00039,0.00046,12406,14199,1
0.37027,0.57404,0.32819,0.33103,596,25292,0
0.29493,0.40594,0.29137,0.32788,518228,1516040,1
1.74,1.9,1.61,1.78,1156,343043,1
0.00014,0.00014,0.00012,0.00013,491,69275,1
0.06484,0.06793,0.0633,0.06485,1408,279996,1
0.07154,0.07586,0.07047,0.07468,2677,1781740,1
0.00014,0.00016,0.00013,0.00014,769,53442,1
0.84348,0.88664,0.81966,0.87043,117670,1161640,1
0.00865,0.00961,0.00865,0.00949,778,262597,1
0.00291,0.00298,0.00248,0.00264,44,44446,1
0.0251,0.02514,0.01581,0.01961,1630,716879,1
0.00136,0.00136,0.00107,0.00107,323,12771,1
2.00E-04,0.00024,0.00018,0.00024,155,20019,1
0.01095,0.01897,0.01036,0.01769,2947,9461,0
0.0117,0.01192,0.00866,0.00871,2,4915,0
0.00014,0.00014,0.00014,0.00014,26,8241,1
0.00077,0.00105,0.00073,0.001,233,273430,1
0.00045,0.00063,0.00044,0.00063,77,7423,1
0.00086,0.00086,0.00069,0.00078,1,3128,1
0.00377,0.00412,0.00368,0.00376,108,19073,1
0.12748,0.13069,0.12162,0.12396,1,770101,1
0.00552,0.00557,0.00365,0.00366,6,61616,1
0.00046,0.00063,0.00031,0.00054,9027,627156,1
0.00233,0.00334,0.0023,0.00301,528,115581,1
0.12308,0.15583,0.08806,0.10011,781,259726,1
0.00296,0.00468,0.0028,0.00333,160,9147,1
0.00224,0.00233,0.00223,0.00233,24,10154,0
0.00019,0.00023,0.00019,0.00019,3,3266,1
0.00143,0.00144,0.00137,0.00137,123,72246,1
6.00E-05,0.00013,6.00E-05,6.00E-05,4,230,1
10587.4,10973.4,8529.05,9964.2,1061,53431,1
0.54211,0.54953,0.54002,0.54146,1029,879324,1
3.00E-04,0.00034,0.00029,0.00034,202,92709,1
0.01695,0.0191,0.01306,0.01481,4229,788174,1
0.0266,0.02987,0.02639,0.02732,250,17378,1
0.04208,0.04513,0.02641,0.03144,99,145088,0
2.75,2.83,2.5,2.51,17298,6024860,1
0.00186,0.00187,0.00185,0.00187,1,9542,1
0.00023,0.00023,2.00E-04,0.00023,3,4371,0
0.00808,0.00881,0.00551,0.00597,65670,1809370,1
5.00E-05,7.00E-05,5.00E-05,6.00E-05,509,32696,1
0.03965,0.04247,0.03634,0.03684,113,204192,1
0.00753,0.01166,0.00256,0.00257,52,18281,1
0.06286,0.09305,0.04937,0.06837,7927,1241390,1
2.00E-05,2.00E-05,1.00E-05,2.00E-05,6292,353336,1
4.00E-05,4.00E-05,3.00E-05,3.00E-05,3,169,1
0.48073,0.48464,0.46638,0.47314,11740,6688070,1
0.03479,0.03597,0.03081,0.033,1082,915532,1
0.00593,0.00609,0.00523,0.00595,225,7230,1
0.14222,0.14357,0.13147,0.14058,36588,7110850,0
0.12852,0.1312,0.12768,0.1312,1285,271226,1
0.0075,0.00795,0.00617,0.00773,3083,67144,0
1.00E-05,1.00E-05,1.00E-05,1.00E-05,5,21743,1
0.00115,0.00133,0.00089,0.00128,8128,5038,1
0.05566,0.05611,0.05533,0.05608,8,5439,1
1.06,1.09,1.03,1.05,23881,5842250,1
2.00E-04,0.00025,2.00E-04,0.00021,14,4129,1
4.00E-05,7.00E-05,4.00E-05,6.00E-05,50921,7054520,1
0.00676,0.00708,0.00649,0.00673,19,138443,1
6.00E-05,6.00E-05,5.00E-05,6.00E-05,5,17340,1
0.00148,0.00165,0.00148,0.0016,3,6147,1
0.01254,0.01372,0.01212,0.01263,2563,582889,1
0.05871,0.06657,0.05671,0.06302,1505,183921,1
0.01493,0.01493,0.01328,0.01359,4830,510418,1
0.01038,0.0126,0.01031,0.01258,43,25220,1
0.00229,0.00276,0.00209,0.00243,121,29286,1
5.00E-05,5.00E-05,2.00E-05,4.00E-05,2083,50898,1
0.00454,0.00472,0.00391,0.00433,299,55131,1
1.38,1.84,1.34,1.72,1907420,5377230,1
0.00769,0.00772,0.00766,0.00766,234873,249676000,1
0.01653,0.01672,0.01456,0.01495,25,415545,1
0.00935,0.0107,0.00909,0.01001,3707,936194,1
0.02181,0.02181,0.01996,0.02056,6196,714658,1
0.00044,0.00046,0.00043,0.00046,70,23567,1
0.53897,0.61049,0.52248,0.60999,3868,587099,0
0.00308,0.00308,0.00195,0.00279,716,24965,1
0.00166,0.00168,0.00165,0.00167,12,13463,1
0.24316,0.2608,0.21289,0.21973,71992,3425960,1
0.46456,0.47039,0.4566,0.46868,16085,4377470,1
0.00125,0.00128,0.00102,0.00126,126,37417,0
0.00817,0.00923,0.00817,0.00912,132,43304,1
8.00E-05,8.00E-05,5.00E-05,6.00E-05,576,18039,1
0.00041,0.00047,4.00E-04,0.00047,32,1395,1
0.02548,0.03332,0.019,0.03319,22,20211,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,7,55227,1
0.21933,0.24583,0.18783,0.21728,25940,8183960,1
0.01207,0.0146,0.01194,0.01419,98,10502,1
0.04548,0.07909,0.04482,0.07001,3334,39311,0
0.22848,0.27752,0.22374,0.25707,889252,4091000,1
0.00136,0.00218,0.00133,0.00145,1183,136001,1
0.1623,0.18475,0.1623,0.17572,1874790,85351200,1
0.16382,0.16543,0.16291,0.16324,2913,3779790,1
4.00E-05,5.00E-05,3.00E-05,3.00E-05,28,8677,1
0.01098,0.01126,0.01084,0.01121,30,264589,1
0.03468,0.04333,0.03358,0.03725,198,25652,0
0.00032,0.00034,0.00032,0.00033,95,98012,1
0.4012,0.45319,0.24805,0.45255,73,34034,1
0.02585,0.02585,0.02327,0.02504,8928,304390,1
0.01583,0.0187,0.01069,0.01189,4656,67772,0
0.00082,0.00082,0.00073,0.00078,256,3697,1
0.02932,0.03012,0.02288,0.02618,16093,1831780,1
0.00059,0.00079,0.00013,0.00032,988,799683,1
0.00183,0.00263,0.00173,0.00187,397,19726,1
0.00867,0.00885,0.00752,0.00786,3,96734,0
0.1347,0.13977,0.13199,0.13311,1,4590,1
0.00175,0.00294,0.00164,0.00239,39,26746,1
1.00E-04,0.00011,1.00E-04,0.00011,8649,1307980,1
0.00707,0.00748,0.00531,0.00553,1920,191479,0
0.03945,0.04949,0.03827,0.04789,813445,9920610,1
0.3166,0.36013,0.30686,0.32141,1777,319459,1
0.00085,0.00092,0.00079,8.00E-04,23,82559,1
0.00043,0.00044,0.00042,0.00044,7,5350,1
7.00E-05,7.00E-05,6.00E-05,6.00E-05,3435,461776,1
0.00484,0.00486,0.0045,0.00454,170,170737,1
0.00011,0.00011,1.00E-04,1.00E-04,8556,718599,1
0.00329,0.00392,0.00318,0.00318,19,5939,1
59.51,64.02,51.39,51.75,754264,33278300,1
0.00068,0.00068,0.00065,0.00068,17,1191,1
53.86,73.06,27.21,63.07,8,3559,1
0.00814,0.00942,0.00629,0.00662,1748,46255,1
0.00229,0.00229,0.00228,0.00229,137,40833,1
0.01844,0.0252,0.01158,0.01422,2914,101376,0
6.00E-05,7.00E-05,6.00E-05,6.00E-05,3,4311,1
0.00012,0.00013,0.00012,0.00013,38,5919,1
0.0094,0.0094,0.00578,0.0064,44,43967,1
0.00147,0.00154,0.00136,0.00144,1220,261155,1
1.66,1.7,1.33,1.45,14612500,88525500,0
0.00696,0.00696,0.00457,0.00513,209,302888,1
0.00086,9.00E-04,0.00046,0.00048,18,14301,0
0.04244,0.04244,0.03697,0.03926,56902,890047,1
0.00015,0.00015,0.00013,0.00015,423,105623,1
6.00E-05,7.00E-05,6.00E-05,6.00E-05,564,33791,1
5.00E-05,5.00E-05,5.00E-05,5.00E-05,3,6529,0
0.95123,1.63,0.9264,1.42,374459,1566020,0
0.02301,0.02441,0.0227,0.02381,11337,1725140,1
0.00171,0.00172,0.00119,0.0017,37,4403,0
0.00013,0.00015,0.00012,0.00015,13,1861,1
0.0083,0.00845,0.00798,0.00798,1644,511480,1
0.26568,0.26571,0.21564,0.25052,84,257398,1
0.00021,0.00034,0.00021,0.00034,55,19020,1
0.049,0.05185,0.04615,0.05146,2238,342700,1
0.0022,0.00282,0.00174,0.00187,875,40992,1
0.02322,0.02805,0.02072,0.02154,2415,215225,0
0.00027,0.00035,0.00026,0.00029,88,8629,1
0.00048,0.00093,0.00014,0.00017,280,52119,0
0.00083,0.00096,7.00E-04,7.00E-04,39,2578,1
0.00149,0.00171,0.00142,0.00167,1,97461,1
0.00603,0.00607,0.00565,0.00565,1205,18585,1
0.01015,0.01087,0.01006,0.01022,21,255250,1
0.01665,0.0241,0.0155,0.0208,7151,1701470,1
0.04516,0.05334,0.04431,0.05317,74,50604,1
0.0037,0.00554,0.00276,0.00369,17,18972,1
0.00637,0.0064,0.00601,0.00609,21,12828,1
0.00121,0.00164,0.00096,0.00163,10730,669951,1
0.00209,0.00209,0.00203,0.00207,24440,11455700,1
0.08358,0.12132,0.08014,0.11828,248177,1098540,1
0.00063,0.00064,0.00063,0.00063,11,2141,0
0.01399,0.01428,0.01345,0.01383,700,558848,1
0.00105,0.00105,0.00059,0.00094,5,71415,1
0.0019,0.00225,0.0017,0.00215,98,2894,0
0.06553,0.06597,0.05768,0.05945,51,119981,1
0.00165,0.00228,0.00165,0.00177,128,105518,1
0.15212,0.89916,0.1521,0.15977,25349,5770970,1
0.00061,0.00066,6.00E-04,6.00E-04,1,25288,1
0.00301,0.00343,0.00278,0.00312,2478,232432,1
0.00125,0.00133,0.00114,0.00133,31,124939,1
1.00E-05,2.00E-05,1.00E-05,2.00E-05,2,629,0
0.04435,0.04486,0.03896,0.04213,107599,2643410,1
0.00496,0.0058,0.00488,0.00501,392,22559,1
0.1109,0.16636,0.09188,0.09857,1563,180318,1
0.86489,0.8757,0.85195,0.86387,18844,1151820,1
0.00233,0.00242,0.00142,0.00154,1,3992,1
0.00012,0.00034,0.00011,0.00034,1,2369,0
0.00086,0.00091,0.00079,0.00079,122,86669,1
0.01718,0.01758,0.01542,0.01618,12,25667,1
2.00E-05,2.00E-05,2.00E-05,2.00E-05,6743,1715780,1
0.00055,0.00056,0.00045,0.00046,4,2417,0
7.00E-05,7.00E-05,7.00E-05,7.00E-05,471,52636,1
1.17,1.18,1.02,1.1,8413170,62204600,0
2.00E-05,2.00E-05,1.00E-05,1.00E-05,526,287890,1
0.00272,0.00287,0.00132,0.00272,126,16376,1
0.00478,0.00526,0.00478,0.00525,6,10885,1
0.02495,0.02598,0.02353,0.02412,3638,198357,1
0.00341,0.00372,0.00288,0.00366,543,10547,1
0.00094,0.001,0.00076,0.00077,40,11594,1
0.01948,0.02349,0.0178,0.01857,13,18217,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,5,19767,1
0.00046,0.00102,0.00045,0.00045,4,10539,1
0.00142,0.00151,0.00136,0.00137,579,300594,1
2.00E-05,2.00E-05,1.00E-05,1.00E-05,2,4970,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,7,12708,1
7.00E-05,7.00E-05,7.00E-05,7.00E-05,2,9976,1
0.00021,0.00021,0.00019,0.00019,3,21408,1
0.00023,0.00024,0.00022,0.00023,3,4524,1
0.01177,0.01199,0.00945,0.01028,798885,25280000,0
0.00461,0.00492,0.00436,0.00473,698,427310,1
0.01201,0.01201,0.00726,0.00732,4,1359140,1
0.69273,0.75,0.47294,0.64788,9118,389393,0
2.67,2.72,2.47,2.56,114033,6999050,1
0.09178,0.19347,0.08059,0.10697,3239,21791,1
0.02138,0.0214,0.01931,0.01931,6320,638496,1
0.06093,0.06847,0.06093,0.06672,9213,530466,1
8.00E-05,0.00011,8.00E-05,1.00E-04,23,1495,0
0.00067,0.00096,0.00065,0.00071,1146,152773,1
5.00E-04,0.00053,0.00047,0.00047,3,1342,1
0.04673,0.04686,0.04504,0.04586,5,483304,0
0.01853,0.02688,0.01798,0.02674,21982,954412,1
0.00217,0.00236,0.00211,0.00212,29,99557,1
0.01026,0.01044,0.00658,0.00677,32,121185,1
0.00113,0.00116,0.00108,0.00111,5,23436,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,606,456979,1
2.00E-05,2.00E-05,1.00E-05,2.00E-05,4,204394,1
0.00081,0.00081,0.00081,0.00081,2,10372,1
0.00159,0.00182,0.00132,0.00178,1,880,1
0.01579,0.01878,0.01576,0.01653,199,213248,1
0.0059,0.00617,0.00583,0.00614,28,28673,1
0.00621,0.00804,0.00609,0.00779,203,134299,1
0.07335,0.07737,0.07048,0.07659,84029,7205440,1
5.00E-04,0.00051,8.00E-05,0.00025,163,14870,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,2,1615,0
1.00E-05,1.00E-05,1.00E-05,1.00E-05,37,7364,0
6.00E-05,7.00E-05,5.00E-05,7.00E-05,52,5821,0
0.01692,0.04048,0.01692,0.02937,8787,176597,0
0.20899,0.22464,0.18948,0.21754,6908,215427,1
0.00249,0.00251,0.00222,0.00238,52,10391,1
0.78412,0.82076,0.71838,0.79397,5303,1414740,1
0.02454,0.02455,0.02314,0.02345,19303,1154640,1
0.0026,0.00296,0.00251,0.00269,40,83871,1
0.78236,0.78609,0.62625,0.65478,4989,505482,0
0.00178,0.00182,0.00168,0.00169,87,15135,1
0.0158,0.01702,0.01515,0.01549,8950,2528280,1
0.00341,0.00359,0.0034,0.00349,984,346513,1
0.0015,0.00169,0.00143,0.00166,6310,558074,1
9.77,9.97,9.63,9.78,581280,59861300,0
0.00743,0.00744,0.00736,0.00737,544100,241298000,1
0.03349,0.03414,0.02863,0.02868,1355,134061,1
0.71765,0.98154,0.6454,0.69509,6548,7116,0
0.00143,0.0015,0.00113,0.00125,240,106287,1
0.06618,0.06618,0.04328,0.05717,2931,132944,0
0.00045,0.00059,0.00042,0.00053,1002,47842,1
0.01709,0.01754,0.01609,0.01656,1420,456524,1
0.00082,0.00124,0.00081,0.00122,51,5287,1
1.66,1.76,1.61,1.68,28187,10972800,1
0.3387,0.42502,0.30323,0.32477,4476,411672,1
0.08971,0.21053,0.07836,0.20972,63,2580,0
18.59,22.8,18.23,22.53,2070,160560,0
0.04226,0.04246,0.02683,0.02749,36,887468,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,2,3991,1
0.56454,0.56507,0.34008,0.36912,14377,6187940,1
1.00E-04,0.00011,1.00E-04,1.00E-04,37,10158,1
0.00088,0.00092,0.00077,8.00E-04,1,14467,1
0.00638,0.00776,0.00597,0.0061,605,639057,1
0.00108,0.00119,0.00085,0.00085,10,8609,0
16.41,16.74,14.19,15.29,98105400,967971000,0
0.00626,0.00774,0.00626,0.00762,1,10307,1
0.02516,0.02717,0.02516,0.02656,170,166377,1
0.29687,0.30954,0.28936,0.30242,3401,194601,1
0.14509,0.14509,0.12533,0.1262,1,8030,1
2.00E-05,2.00E-05,1.00E-05,2.00E-05,20,191208,1
0.02444,0.02671,0.02439,0.02504,322,211127,0
0.0572,0.07167,0.04722,0.04973,8985,149151,1
2095.65,2171.71,1912.94,1941.57,72,1924,1
0.01441,0.01545,0.01439,0.01451,40,23454,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,7,136,1
0.01718,0.01756,0.01694,0.01748,398,600021,1
0.08671,0.09339,0.07895,0.08271,1123,3048410,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,18,224609,1
0.00031,0.00034,0.00027,0.00029,171,93633,1
0.51163,0.52446,0.50464,0.51315,3202900,173955000,0
0.00015,0.00015,0.00013,0.00013,5908,336496,1
0.00685,0.00779,0.0061,0.00708,1259,693648,1
0.00372,0.00381,0.00302,0.00359,1926,328714,1
0.06851,0.09435,0.0685,0.0751,3901,1012270,1
0.00296,0.00313,0.00294,0.00297,15790,10763500,1
0.00203,0.00211,0.00192,0.00203,8,30448,1
90.4,93.83,85.45,89.46,80406,8911780,1
0.00516,0.01267,0.00516,0.01264,544,29316,1
0.00901,0.01093,0.00865,0.0087,163,30678,1
0.05798,0.05817,0.04343,0.0526,1428,217974,1
0.01362,0.01465,0.01321,0.01464,364,272720,0
0.0049,0.00491,0.00204,0.00213,11541,136618,1
0.01514,0.02029,0.01514,0.01859,397174,7929030,1
1.54,1.79,1.41,1.65,47957,6004010,1
0.00282,0.00353,0.0027,0.0027,12,42363,1
0.00123,0.00237,0.00107,0.00197,2,3005,1
0.00019,2.00E-04,0.00019,0.00019,7,22378,1
0.04666,0.04667,0.03957,0.04245,8964,1297470,1
0.00112,0.00113,0.00107,0.00108,51,14338,1
0.00036,0.00042,0.00036,0.00037,14,23902,1
0.00033,4.00E-04,0.00033,0.00037,21,6308,1
3.28,3.28,3.25,3.26,1211900,148864000,1
0.00176,0.00178,0.00174,0.00178,188,211776,1
0.00894,0.00933,0.00878,0.00916,19341,8938200,1
1.37,1.44,1.3,1.35,3688,820088,1
0.00025,0.00025,0.00025,0.00025,1,1439,1
0.00265,0.00287,0.00255,0.00274,38,204371,1
0.00381,0.00538,0.00338,0.00437,111,117546,1
0.00037,0.00039,0.00032,0.00037,116,7485,1
0.00014,0.00014,9.00E-05,1.00E-04,205460,2494850,1
0.00095,0.00095,0.00082,0.00084,3,2547,1
1.00E-05,2.00E-05,1.00E-05,1.00E-05,9,10279,1
6.00E-05,6.00E-05,3.00E-05,6.00E-05,10,4465,1
0.01919,0.02023,0.01847,0.01848,94,187050,1
0.00334,0.00358,0.00273,0.00344,1227,158330,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,158,434255,1
0.00015,0.00016,0.00014,0.00014,1,9767,1
0.00019,0.00019,0.00018,0.00018,6,38476,1
0.00244,0.00254,0.0023,0.00231,13,17466,1
0.00186,0.00192,0.00173,0.00173,520,302558,1
2.00E-05,5.00E-05,2.00E-05,5.00E-05,1251,1814,1
0.00142,0.00209,0.00141,0.00208,33,4805,1
0.17379,0.1881,0.17192,0.18629,1392,1136880,1
0.00288,0.00328,0.00265,0.00306,345,72329,1
0.00014,0.00015,0.00013,0.00015,1462,956702,1
0.17009,0.17847,0.08234,0.17036,117,16126,1
0.00025,0.00037,0.00025,0.00029,1555,92487,1
0.00025,0.00054,0.00011,0.00028,11,5683,1
0.35858,0.37753,0.35146,0.36251,15675,1467910,1
0.00197,0.00253,0.00152,0.00188,35,2236,1
0.49034,0.53036,0.45634,0.48905,57426,2670650,1
0.00055,0.00056,0.00036,0.00052,88,3482,1
0.00032,0.00032,0.00031,0.00031,4,1436810,1
0.00747,0.00753,0.0069,0.00693,14,31595,1
0.00278,0.0028,0.00127,0.00246,8584,51827,0
0.00547,0.00548,0.00482,0.00541,246,659090,1
0.00057,0.00061,0.00056,0.00058,229,22440,1
0.00014,0.00014,0.00011,0.00014,21,13654,1
0.00979,0.01041,0.00967,0.01026,34,776,1
0.00144,0.0015,0.00136,0.00136,81,10507,1
0.01745,0.02155,0.01427,0.01803,3063,463339,0
0.53455,0.56705,0.52242,0.54708,1150410,56910500,1
0.69761,0.70639,0.66336,0.66871,37458,8424200,1
4.66,5.07,4.36,4.42,6796020,59342000,1
0.24445,0.24445,0.18356,0.18396,8259,1026750,1
0.01405,0.01405,0.01305,0.0132,3,12565,1
0.01247,0.01368,0.01247,0.01368,5928,481361,1
0.01124,0.01649,0.01122,0.01195,143,282554,1
0.00097,0.0013,0.00097,0.00129,29,73665,1
0.00017,0.00017,0.00017,0.00017,114,13137,1
0.01252,0.01264,0.00738,0.00755,203,545473,1
2.98,3,2.07,2.2,250643,5044180,1
0.00023,0.00027,2.00E-04,0.00026,1599,94876,1
0.00033,0.00034,0.00031,0.00032,94250,7708250,1
720.27,740.38,714.16,714.52,773,661,1
0.00098,0.00099,0.00096,0.00098,1,12107,1
0.54212,0.65874,0.50523,0.60789,5607,1931080,0
0.01464,0.02119,0.01243,0.01566,225,171432,1
0.00433,0.00468,0.00429,0.00435,308,179490,1
4.00E-05,4.00E-05,4.00E-05,4.00E-05,1,140,1
286.08,298.75,283.08,294.34,24866800,3918090000,1
0.00915,0.0097,0.00724,0.00733,178,75132,1
0.00135,0.00149,0.00108,0.00123,5179,241081,1
0.01185,0.01218,0.01129,0.0115,528,99588,1
4.00E-05,5.00E-05,4.00E-05,4.00E-05,8,2671,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,7,46231,1
0.00057,0.00086,0.00057,0.00084,39,1091,1
11.23,11.5,10.94,11,13393900,960008000,1
0.00165,0.00184,0.00141,0.00151,4,13369,1
0.01092,0.01149,0.01074,0.01083,37745,10917400,1
0.11963,0.12396,0.11385,0.11728,6753,1709270,1
0.00054,0.00077,0.00054,0.00077,1,44484,0
0.00058,0.00063,0.00054,6.00E-04,93,2650,1
0.00884,0.00885,0.00704,0.00778,22977,672900,1
0.00083,0.00089,0.00083,0.00089,4,1398,0
0.09786,0.10557,0.09066,0.10557,12,9631,1
3.00E-04,0.00033,0.00029,3.00E-04,42,6177,1
334.66,390.46,302.14,307.09,867,14056,1
0.01176,0.01254,0.01142,0.01184,3749,96591,1
0.0018,0.00181,0.00167,0.0017,16,82494,1
0.00064,0.00067,0.00058,0.00058,276,62720,1
0.00049,0.00087,0.00042,0.00052,1841,99822,0
0.03358,0.0358,0.02772,0.03522,276,312220,1
0.12853,0.1472,0.12168,0.13881,1997,1763050,1
0.00077,0.00095,0.00077,0.00094,11,16669,1
0.00164,0.00182,0.00151,0.00165,233,59715,1
0.01431,0.02142,0.01282,0.0181,701,16433,0
1.83,1.86,1.76,1.82,465,353877,1
2.00E-05,3.00E-05,2.00E-05,3.00E-05,1445,270073,1
0.0173,0.0173,0.01606,0.01629,123006,43203700,1
0.00391,0.004,0.00285,0.00317,35,47095,1
0.03255,0.03355,0.03094,0.03216,33544,2451430,1
0.0015,0.00185,0.0015,0.00151,150,41702,1
0.02943,0.03162,0.02531,0.02862,1027,558974,1
0.00054,0.00055,0.00032,0.00053,89,3417,1
0.00062,0.00064,0.00051,0.00056,384,74779,1
0.4539,0.49037,0.37129,0.37984,4330,111605,1
0.00225,0.00355,0.00178,0.00241,171,6060,1
2.00E-04,0.00021,0.00017,0.00017,40,7383,1
0.22963,0.22982,0.20253,0.22726,254841,21740400,0
0.00109,0.0011,0.00081,0.0011,84,6948,1
0.19607,0.20524,0.18703,0.19386,2068,413764,1
0.00181,0.00187,0.00153,0.00155,2686,158989,1
0.84131,0.97685,0.82216,0.91434,27716,1739490,1
0.00023,0.00023,0.00022,0.00023,2,1192,1
0.0917,0.11323,0.08835,0.08865,683,1939830,0
0.02404,0.02869,0.01323,0.01326,1384,281506,1
0.04048,0.05941,0.03641,0.05221,11217,144741,1
58.02,59.11,57.01,58.95,9,68246,1
0.00096,0.00096,0.00096,0.00096,3,20269,1
0.00368,0.00373,0.00317,0.00318,89,69522,1
0.00124,0.0013,0.00124,0.0013,9,29334,1
6.00E-05,9.00E-05,6.00E-05,8.00E-05,5,1857,0
1.00E-05,2.00E-05,1.00E-05,1.00E-05,1427,383102,1
0.02637,0.02707,0.0262,0.02648,6356,1981830,1
0.00349,0.00394,0.0014,0.00238,507,1325670,1
0.00044,0.00044,0.00026,0.00026,1,5620,1
0.00121,0.00122,0.0012,0.00122,1,1038,1
0.00105,0.00273,0.00071,0.00163,3502,111319,0
0.01946,0.0201,0.00953,0.00953,2,21315,1
0.00021,0.00021,2.00E-04,2.00E-04,53,96284,1
0.00012,0.00014,0.00011,0.00013,67,21257,1
0.00257,0.00259,0.00231,0.00239,234,67649,1
5.00E-05,5.00E-05,5.00E-05,5.00E-05,2,1825,1
0.79381,0.79803,0.6785,0.70952,5862,759703,1
0.00025,0.00032,0.00025,0.00031,6,12125,1
0.00031,0.00046,0.00025,0.00045,3,990,1
0.67602,0.70708,0.45824,0.61456,7363,1082360,0
0.22934,0.24176,0.22934,0.23257,5418,472421,1
0.02221,0.02263,0.022,0.02213,3,44213,1
0.0048,0.00619,0.00468,0.00616,99,53840,1
1.43,1.8,1.22,1.52,8335,7757820,0
0.00385,0.00398,0.0034,0.00397,106,6545,1
0.00595,0.01074,0.00595,0.00978,80,27721,1
0.15619,0.16259,0.13394,0.13921,2005,1020370,1
0.00466,0.00467,0.00348,0.00382,31,304204,1
0.42565,0.42991,0.41798,0.42367,12633,5979760,1
0.00134,0.00181,0.00134,0.00138,5905,13094,1
0.00073,0.00074,0.00073,0.00073,6,16072,1
108.58,113.05,91.67,101.54,40,7695,1
0.00106,0.00156,0.00091,0.00091,293,13138,1
0.00152,0.00171,0.00132,0.00158,663,105526,1
8.00E-05,8.00E-05,8.00E-05,8.00E-05,1,1651,1
0.01612,0.01612,0.01388,0.01433,6399,279776,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,1422,546710,1
0.00101,0.00101,0.00062,0.00081,596,74670,1
0.69713,0.81106,0.63295,0.79516,416260,15858500,1
0.00152,0.00223,0.00149,0.00185,36,133243,1
8.00E-05,8.00E-05,8.00E-05,8.00E-05,3,14612,1
0.00518,0.00523,0.00429,0.00429,26,17515,1
0.01375,0.01436,0.01208,0.01431,204,720988,1
0.01398,0.01477,0.01279,0.01417,174,33728,1
0.00285,0.00285,0.00127,0.00144,33,326480,1
0.01616,0.01625,0.0154,0.01553,1734,525718,1
0.01641,0.02142,0.01422,0.0152,98,63693,1
0.58895,0.59309,0.51571,0.5362,2977,1548210,1
0.02773,0.03413,0.02747,0.02954,2138,56838,1
25.24,26.97,24.41,26.83,805756,17922200,0
0.00625,0.00652,0.00452,0.00452,411,44215,1
0.00011,0.00012,8.00E-05,8.00E-05,4,2000,1
0.03279,0.03453,0.03279,0.03424,42,319301,1
0.00406,0.00425,0.00379,0.00383,68194,14598100,1
3.00E-05,4.00E-05,2.00E-05,2.00E-05,152,9491,1
28848.2,29389.9,27753,27753,9,7286,1
76.06,91.04,76.06,78.91,537,89511,1
0.06613,0.07036,0.06603,0.06673,211,125935,1
816.07,841.49,816.07,840,18052700,10018200000,1
0.00649,0.0081,0.00621,0.00795,994,27251,1
8.00E-05,8.00E-05,5.00E-05,7.00E-05,878,983332,1
1.00E-05,1.00E-05,1.00E-05,1.00E-05,2,64904,1
4.00E-05,4.00E-05,4.00E-05,4.00E-05,13,21273,1
0.00918,0.00927,0.00768,0.00848,14,13337,1
0.00295,0.00304,0.00226,0.00238,53,40300,0
0.0321,0.03644,0.0321,0.0349,762,171442,1
6.00E-04,7.00E-04,6.00E-04,0.00065,1,1295,1
9.00E-05,1.00E-04,8.00E-05,8.00E-05,648,3152,1
0.00076,0.00087,0.00055,0.00078,11,1863,1
0.00087,0.00101,0.00083,9.00E-04,16045,86456,0
0.00668,0.00971,0.00605,0.00606,13,31342,1
0.00063,0.00065,0.00062,0.00065,16,2407,1
3.00E-05,3.00E-05,2.00E-05,2.00E-05,169,49191,1
4.00E-05,4.00E-05,3.00E-05,4.00E-05,22,2492,1
0.00108,0.00109,0.00101,0.00109,18,25806,1
