open,high,low,close,volume,market,viable,predicted
0.00022999999999999998,0.00022999999999999998,0.00022,0.00022999999999999998,113130,24483800.0,1,0.9036697247706422
3.14,3.18,2.45,3.01,2366,610134.0,1,0.8876404494382022
0.18980999999999998,0.23475,0.14911,0.20465999999999998,437,56149.0,1,0.8876404494382022
0.00187,0.00199,0.0018100000000000002,0.00195,133,14730.0,1,0.9036697247706422
0.01577,0.01618,0.01577,0.01617,3,829341.0,1,0.8876404494382022
0.15235,0.21214,0.13867000000000002,0.15124,692,272771.0,1,0.8876404494382022
0.0005200000000000001,0.0006,0.0005099999999999999,0.0005099999999999999,10,8178.0,1,0.9036697247706422
5.9999999999999995e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,2196,429358.0,1,0.8936781609195402
0.00028,0.00028,0.00027,0.00027,2,5900.0,1,0.9036697247706422
0.00103,0.0011099999999999999,0.0009699999999999999,0.0009699999999999999,10,32079.0,1,0.9036697247706422
0.00021,0.00021,0.00018,0.00018999999999999998,917,298798.0,1,0.9036697247706422
0.00198,0.00215,0.0019100000000000002,0.00195,128,13246.0,1,0.9036697247706422
0.16538,0.17002,0.15667999999999999,0.16208,322,348998.0,1,0.8876404494382022
1e-05,1e-05,1e-05,1e-05,6,4869.0,1,0.8936781609195402
0.3457,0.37109000000000003,0.33842,0.36135,112764,8374550.0,1,0.8876404494382022
0.00037999999999999997,0.00042,0.00036,0.00039,8,4396.0,1,0.9036697247706422
0.23128,0.23688,0.08882000000000001,0.17861,25148,391486.0,1,0.8876404494382022
0.00268,0.0030800000000000003,0.00253,0.00256,49,69893.0,1,0.9036697247706422
0.026739999999999996,0.02839,0.02578,0.02823,626,109216.0,1,0.8876404494382022
1.27,1.27,0.8465299999999999,0.8905299999999999,714,212540.0,1,0.8876404494382022
0.00365,0.0039,0.00355,0.00364,38,126564.0,1,0.9036697247706422
0.00135,0.0015199999999999999,0.0009599999999999999,0.00128,1264,36830.0,1,0.9036697247706422
0.00047999999999999996,0.0005200000000000001,0.00047000000000000004,0.0005200000000000001,57,10877.0,1,0.9036697247706422
0.00302,0.00312,0.0027300000000000002,0.00301,161,150591.0,1,0.9036697247706422
0.00788,0.00834,0.00673,0.00675,878,256661.0,0,0.9036697247706422
0.00117,0.00124,0.00115,0.00123,952,240980.0,1,0.9036697247706422
0.00481,0.10917,0.0043,0.00504,3204,578965.0,1,0.9036697247706422
0.05707,0.058929999999999996,0.05388,0.05657,1272,372430.0,1,0.8876404494382022
0.0042,0.004229999999999999,0.0034100000000000003,0.004,421,180765.0,1,0.9036697247706422
0.03563,0.036910000000000005,0.03366,0.03414,4899,1066900.0,1,0.8876404494382022
0.014790000000000001,0.025830000000000002,0.006999999999999999,0.01081,33,5414.0,1,0.8876404494382022
0.61739,0.62515,0.61539,0.62263,2,17949.0,1,0.8876404494382022
0.01832,0.01838,0.01771,0.01807,214032,7335750.0,1,0.8876404494382022
0.00058,0.00059,0.00058,0.00059,11,22369.0,1,0.9036697247706422
1e-05,2e-05,1e-05,1e-05,87,20384.0,1,0.8936781609195402
1e-05,1e-05,1e-05,1e-05,101,310810.0,1,0.8936781609195402
0.17507,0.2072,0.1648,0.16749,9667,256083.0,1,0.8876404494382022
0.0086,0.00951,0.00842,0.00896,200,40251.0,1,0.9036697247706422
0.00787,0.0079,0.007409999999999999,0.00744,4840340,279308000.0,1,0.9036697247706422
0.0218,0.02389,0.01994,0.02121,253,65970.0,1,0.8876404494382022
0.00015,0.00016,0.00011999999999999999,0.00014,43924,925080.0,1,0.8936781609195402
0.02822,0.029869999999999997,0.02358,0.028189999999999996,237814,4524110.0,1,0.8876404494382022
0.026260000000000002,0.03052,0.026260000000000002,0.027389999999999998,26,17200.0,1,0.8876404494382022
0.00312,0.00322,0.0031,0.0032,4,58576.0,0,0.9036697247706422
0.0017699999999999999,0.00233,0.0017699999999999999,0.00229,2,11292.0,1,0.9036697247706422
0.0003,0.00037999999999999997,0.00028,0.00028,60,503.0,0,0.9036697247706422
0.00854,0.009000000000000001,0.0071200000000000005,0.00757,5113,856847.0,1,0.9036697247706422
0.56795,0.58949,0.40574,0.42668999999999996,40815,950393.0,1,0.8876404494382022
0.00013000000000000002,0.00015,0.0001,0.0001,50,5414.0,1,0.8936781609195402
0.00528,0.00528,0.00394,0.00421,63,4125.0,1,0.9036697247706422
0.006679999999999999,0.007520000000000001,0.0063,0.0068200000000000005,48,32410.0,1,0.9036697247706422
0.00018,0.00018,0.00014,0.00016,939,250898.0,1,0.8936781609195402
5e-05,5.9999999999999995e-05,5e-05,5.9999999999999995e-05,15,8461.0,1,0.8936781609195402
0.011940000000000001,0.013269999999999999,0.01152,0.01325,18,2111.0,1,0.8876404494382022
0.03513,0.03832,0.03397,0.0349,27,5875.0,1,0.8876404494382022
0.04087,0.05262000000000001,0.0407,0.04475,428578,3062390.0,1,0.8876404494382022
0.00909,0.00996,0.00907,0.009940000000000001,66,45218.0,1,0.9036697247706422
0.0018800000000000002,0.00193,0.00126,0.00126,162,235281.0,0,0.9036697247706422
1e-05,1e-05,1e-05,1e-05,31,31438.0,1,0.8936781609195402
0.01725,0.02065,0.013590000000000001,0.01791,749,16553.0,1,0.8876404494382022
0.00479,0.0049700000000000005,0.00446,0.00476,7020,336828.0,1,0.9036697247706422
44.41,44.41,40.08,40.31,658957,9817220.0,0,0.8476263399693721
0.01683,0.02229,0.01566,0.021840000000000002,2258,166988.0,0,0.8876404494382022
0.00133,0.00139,0.0013,0.0013,109,13899.0,1,0.9036697247706422
0.63699,0.70676,0.52761,0.64727,2512640,53958700.0,0,0.8876404494382022
0.00221,0.00232,0.00216,0.00225,126,101350.0,1,0.9036697247706422
0.00109,0.00155,0.00109,0.00151,71,53108.0,1,0.9036697247706422
7e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,7,786.0,1,0.8936781609195402
0.00026000000000000003,0.00027,0.00026000000000000003,0.00026000000000000003,44,37650.0,1,0.9036697247706422
2.2,2.39,2.12,2.38,20990700,220169000.0,0,0.8876404494382022
2e-05,2e-05,1e-05,1e-05,6,750.0,1,0.8936781609195402
7e-05,8e-05,7e-05,7e-05,7,5516.0,1,0.8936781609195402
0.00225,0.00233,0.0019,0.0019399999999999999,1988,1787860.0,1,0.9036697247706422
0.00116,0.00232,0.00116,0.00128,51,36857.0,1,0.9036697247706422
0.01258,0.017830000000000002,0.01205,0.01414,576,18335.0,1,0.8876404494382022
2e-05,2e-05,1e-05,2e-05,9,554.0,1,0.8936781609195402
0.00013000000000000002,0.00014,8e-05,0.00014,2,409.0,1,0.8936781609195402
0.032560000000000006,0.0341,0.032260000000000004,0.03288,7472,751392.0,1,0.8876404494382022
0.19268,0.19632,0.18602,0.18986,25585,7596960.0,1,0.8876404494382022
3.26,3.27,3.22,3.25,1188610,147422000.0,1,0.8876404494382022
0.19047,0.19501,0.16464,0.17587,1019,122988.0,1,0.8876404494382022
0.006229999999999999,0.00914,0.006220000000000001,0.00645,16,2490.0,1,0.9036697247706422
0.0016300000000000002,0.0017800000000000001,0.00133,0.00135,559,7383.0,1,0.9036697247706422
0.14107,0.18070999999999998,0.12866,0.13117,191,17366.0,0,0.8876404494382022
0.00014,0.00015,0.00013000000000000002,0.00014,2117,1244580.0,1,0.8936781609195402
0.16667,0.1669,0.12896,0.15184,84,158896.0,1,0.8876404494382022
0.010579999999999999,0.01127,0.00984,0.010209999999999999,473,103926.0,1,0.8876404494382022
0.00172,0.00172,0.00161,0.00165,31598,11766800.0,1,0.9036697247706422
5.9999999999999995e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,20246,10843900.0,1,0.8936781609195402
0.02059,0.02189,0.01965,0.02106,1349,928206.0,1,0.8876404494382022
0.29097,0.29780999999999996,0.28286,0.29213,1971,565087.0,1,0.8876404494382022
0.0031899999999999997,0.00323,0.00277,0.00302,23,12369.0,1,0.9036697247706422
0.00037,0.00037999999999999997,0.00031,0.00031,1,1917.0,1,0.9036697247706422
0.00099,0.00099,0.0005099999999999999,0.0005099999999999999,13,1685.0,1,0.9036697247706422
0.008159999999999999,0.008159999999999999,0.00745,0.00748,108,359959.0,0,0.9036697247706422
0.51662,0.58249,0.50579,0.56043,345,26293.0,1,0.8876404494382022
0.09102,0.11174,0.08952,0.09473999999999999,15220,412234.0,1,0.8876404494382022
0.00449,0.0045,0.00448,0.00449,13,6331.0,0,0.9036697247706422
0.0037799999999999995,0.0067,0.0037799999999999995,0.0054,1218,33741.0,1,0.9036697247706422
0.00924,0.00925,0.008759999999999999,0.00882,811,31741.0,1,0.9036697247706422
0.00108,0.00108,0.00107,0.00107,9,7622.0,1,0.9036697247706422
0.15600999999999998,0.15697,0.0832,0.10983,465,31315.0,1,0.8876404494382022
0.00036,0.0005099999999999999,0.0003,0.00031,11,7065.0,1,0.9036697247706422
0.00041,0.00043,0.00035,0.00039,21,15935.0,1,0.9036697247706422
0.0006900000000000001,0.00098,0.0006799999999999999,0.00081,25,7513.0,1,0.9036697247706422
5.9999999999999995e-05,5.9999999999999995e-05,5e-05,5e-05,1,205.0,1,0.8936781609195402
0.0016,0.00161,0.00131,0.00151,10863,1606880.0,1,0.9036697247706422
0.00183,0.0018399999999999998,0.00085,0.0016899999999999999,6,21820.0,1,0.9036697247706422
0.01525,0.015390000000000001,0.01525,0.015369999999999998,6,18416.0,1,0.8876404494382022
0.26195999999999997,0.26777,0.25665,0.25697,16079,3390610.0,1,0.8876404494382022
0.004,0.00504,0.00321,0.004070000000000001,1481,10586.0,1,0.9036697247706422
0.09847,0.10045,0.08145,0.08308,6174,848925.0,1,0.8876404494382022
0.00061,0.0007099999999999999,0.00061,0.00065,465,252142.0,1,0.9036697247706422
0.04578,0.20288,0.04578,0.16722,69,112086.0,1,0.8876404494382022
2e-05,5e-05,2e-05,5e-05,16,1467.0,1,0.8936781609195402
0.01272,0.014119999999999999,0.011040000000000001,0.01105,1263,59574.0,1,0.8876404494382022
0.00079,0.00079,0.00078,0.00079,1,2707.0,1,0.9036697247706422
0.00587,0.00591,0.0057399999999999994,0.00583,653081,217476000.0,1,0.9036697247706422
0.0016899999999999999,0.00214,0.0016600000000000002,0.00212,328,276608.0,1,0.9036697247706422
0.011640000000000001,0.01235,0.00867,0.00895,70,40238.0,1,0.8876404494382022
0.07587,0.08774,0.07428,0.08275,919,532706.0,1,0.8876404494382022
9.21,9.48,9.13,9.4,1174590,63217900.0,1,0.8876404494382022
0.00351,0.004229999999999999,0.00351,0.004229999999999999,356,77156.0,1,0.9036697247706422
0.09759,0.1023,0.09607,0.099,24149,1611440.0,1,0.8876404494382022
2.9999999999999997e-05,2.9999999999999997e-05,2e-05,2e-05,168,58762.0,1,0.8936781609195402
0.38354,0.40149,0.36456,0.38795999999999997,8096,4818510.0,1,0.8876404494382022
0.0255,0.029769999999999998,0.024,0.02766,3401,33166.0,0,0.8876404494382022
0.00032,0.00036,0.0003,0.00033999999999999997,190,45361.0,1,0.9036697247706422
0.00053,0.00075,0.00053,0.0006900000000000001,20,934.0,1,0.9036697247706422
0.00021,0.00022,0.0002,0.00022,30,27228.0,1,0.9036697247706422
0.00047000000000000004,0.0006900000000000001,0.00042,0.00045,36,2858.0,1,0.9036697247706422
0.00157,0.00172,0.00148,0.0015199999999999999,4849,1455490.0,1,0.9036697247706422
0.0163,0.02302,0.01618,0.01817,1,6492.0,1,0.8876404494382022
0.00215,0.00215,0.00205,0.00206,3,1597.0,1,0.9036697247706422
0.0131,0.01469,0.0103,0.011290000000000001,950,135322.0,1,0.8876404494382022
0.01112,0.01154,0.01018,0.01022,321,52090.0,1,0.8876404494382022
0.020909999999999998,0.03525,0.02087,0.034980000000000004,116,3695.0,1,0.8876404494382022
0.00041,0.00044,0.0004,0.0004,2,7715.0,1,0.9036697247706422
0.06298,0.06702000000000001,0.05293,0.054560000000000004,2672,107013.0,0,0.8876404494382022
0.0017800000000000001,0.00186,0.00175,0.0018,136,42921.0,1,0.9036697247706422
1e-05,1e-05,1e-05,1e-05,94,12295.0,1,0.8936781609195402
0.00645,0.00645,0.00419,0.00515,1395,33627.0,1,0.9036697247706422
2e-05,2.9999999999999997e-05,2e-05,2e-05,4,480.0,1,0.8936781609195402
0.00036,0.00041,0.00035,0.00037999999999999997,1,4475.0,1,0.9036697247706422
0.99805,1.03,0.94231,0.98288,37303,1619470.0,0,0.8876404494382022
0.02814,0.02889,0.021269999999999997,0.024130000000000002,138,1215270.0,0,0.8876404494382022
0.00014,0.00016,0.00014,0.00016,1042,1256480.0,1,0.8936781609195402
1e-05,1e-05,1e-05,1e-05,65,457537.0,1,0.8936781609195402
0.02011,0.02053,0.01859,0.018969999999999997,124685,157241000.0,1,0.8876404494382022
0.0001,0.0001,9e-05,0.0001,5,1923.0,0,0.8936781609195402
1e-05,1e-05,1e-05,1e-05,12,590.0,1,0.8936781609195402
0.038239999999999996,0.03848,0.034089999999999995,0.03499,86,23396.0,1,0.8876404494382022
0.06125,0.06744,0.06125,0.06291000000000001,290,752702.0,1,0.8876404494382022
0.10732,0.11052999999999999,0.10314000000000001,0.10865,318,435601.0,1,0.8876404494382022
0.006490000000000001,0.00687,0.00564,0.00565,7168,400125.0,1,0.9036697247706422
0.01932,0.019880000000000002,0.01842,0.01987,114,59055.0,1,0.8876404494382022
0.00935,0.012759999999999999,0.00926,0.0127,72,1058930.0,1,0.9036697247706422
0.00389,0.00392,0.0038299999999999996,0.00391,48089,9951010.0,1,0.9036697247706422
0.02371,0.02393,0.02179,0.022000000000000002,327203,2279530.0,1,0.8876404494382022
0.00029,0.00033,0.00018,0.00029,143,17589.0,1,0.9036697247706422
0.00033,0.00037999999999999997,0.00032,0.00037999999999999997,1491,358110.0,1,0.9036697247706422
0.2299,0.2313,0.22177,0.22541,40,222737.0,1,0.8876404494382022
0.00107,0.0017699999999999999,0.00101,0.00114,9977,1275680.0,0,0.9036697247706422
0.00088,0.0023899999999999998,0.00088,0.00116,1,20649.0,1,0.9036697247706422
5e-05,5e-05,5e-05,5e-05,1,7826.0,1,0.8936781609195402
0.0020800000000000003,0.0020800000000000003,0.00207,0.0020800000000000003,6,35.0,1,0.9036697247706422
5e-05,5.9999999999999995e-05,5e-05,5e-05,2,467.0,1,0.8936781609195402
5.9999999999999995e-05,7e-05,5.9999999999999995e-05,5.9999999999999995e-05,209,1416310.0,1,0.8936781609195402
0.049760000000000006,0.07401,0.04817,0.07072,268,122165.0,1,0.8876404494382022
0.0406,0.043910000000000005,0.0403,0.0403,179,232679.0,1,0.8876404494382022
6.51,6.61,6.41,6.42,628370,85860100.0,1,0.8876404494382022
0.00435,0.00466,0.004229999999999999,0.00439,549,524359.0,1,0.9036697247706422
0.00033999999999999997,0.00044,0.00031,0.00033999999999999997,52,18895.0,1,0.9036697247706422
2.82,2.85,2.77,2.82,1328080,119373000.0,1,0.8876404494382022
0.0019100000000000002,0.00212,0.00165,0.00165,50,122231.0,1,0.9036697247706422
0.0016300000000000002,0.0018,0.00161,0.0018,27,266064.0,1,0.9036697247706422
0.33265,0.33313000000000004,0.3204,0.32348000000000005,1481,1016500.0,1,0.8876404494382022
1e-05,1e-05,1e-05,1e-05,4830,343525.0,1,0.8936781609195402
5e-05,5e-05,4e-05,5e-05,8,17745.0,1,0.8936781609195402
0.05198,0.056179999999999994,0.047310000000000005,0.05176,501,149174.0,0,0.8876404494382022
0.027239999999999997,0.02727,0.02005,0.02051,483,9173.0,1,0.8876404494382022
1e-05,1e-05,1e-05,1e-05,898,66286.0,1,0.8936781609195402
0.02638,0.02825,0.02135,0.024390000000000002,14225,338986.0,0,0.8876404494382022
0.00953,0.01063,0.00863,0.01031,4593,161629.0,1,0.9036697247706422
4.22,4.23,3.27,3.55,12488,2341510.0,1,0.8876404494382022
0.00549,0.01037,0.00534,0.00621,36,623533.0,1,0.9036697247706422
0.00897,0.01103,0.008020000000000001,0.00809,94,100484.0,0,0.9036697247706422
0.03511,0.03662,0.034730000000000004,0.03662,3467,1024400.0,1,0.8876404494382022
0.00722,0.00804,0.00695,0.0071400000000000005,4893,155368.0,1,0.9036697247706422
5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,122,24707.0,1,0.8936781609195402
0.2757,0.3387,0.26788,0.27846,2712,478212.0,1,0.8876404494382022
0.00587,0.00606,0.00441,0.00483,4988,99883.0,1,0.9036697247706422
0.026619999999999998,0.03445,0.02394,0.029789999999999997,344291,17573500.0,0,0.8876404494382022
0.00015,0.00093,0.00015,0.0009199999999999999,22,1766.0,0,0.8936781609195402
0.03117,0.03416,0.030310000000000004,0.03298,207,382368.0,1,0.8876404494382022
0.00671,0.00731,0.00599,0.00731,50,134728.0,0,0.9036697247706422
0.66656,0.96029,0.6662100000000001,0.71759,44429,1083570.0,1,0.8876404494382022
8e-05,8e-05,5e-05,8e-05,38,103716.0,1,0.8936781609195402
0.07504,0.08564,0.07409,0.07452,376,24941.0,1,0.8876404494382022
5.9999999999999995e-05,7e-05,2.9999999999999997e-05,4e-05,526,126820.0,1,0.8936781609195402
0.0005099999999999999,0.00084,0.00047999999999999996,0.00053,50,9458.0,1,0.9036697247706422
2e-05,2.9999999999999997e-05,2e-05,2e-05,14,10651.0,1,0.8936781609195402
0.05454,0.05591,0.05265,0.05525,6738530,189293000.0,0,0.8876404494382022
0.00022999999999999998,0.00022999999999999998,0.00022999999999999998,0.00022999999999999998,1,2632.0,1,0.9036697247706422
4e-05,5e-05,4e-05,4e-05,7,4640.0,1,0.8936781609195402
1e-05,1e-05,1e-05,1e-05,43,51009.0,1,0.8936781609195402
0.00085,0.00088,0.00053,0.00064,9275,30742.0,1,0.9036697247706422
0.00957,0.011290000000000001,0.00938,0.011290000000000001,267,155159.0,1,0.9036697247706422
0.03503,0.03875,0.034839999999999996,0.03592,1292,407006.0,1,0.8876404494382022
0.024419999999999997,0.02444,0.02252,0.023969999999999998,19721,1832730.0,1,0.8876404494382022
0.10128999999999999,0.1044,0.09618,0.10314000000000001,3352,410215.0,1,0.8876404494382022
0.0258,0.03123,0.02511,0.03123,14934,827950.0,1,0.8876404494382022
0.00175,0.00176,0.00143,0.00147,894,32637.0,1,0.9036697247706422
0.01053,0.01053,0.01001,0.01028,41,1634.0,1,0.8876404494382022
0.00014,0.00015,0.00011999999999999999,0.00013000000000000002,405,68308.0,1,0.8936781609195402
0.75612,0.9141,0.7392,0.7984100000000001,1572,142922.0,1,0.8876404494382022
0.00027,0.00027,0.00016999999999999999,0.00022999999999999998,481,24218.0,1,0.9036697247706422
0.013909999999999999,0.016380000000000002,0.01187,0.01323,5076,709317.0,1,0.8876404494382022
0.01192,0.021830000000000002,0.011909999999999999,0.013640000000000001,333,13058.0,1,0.8876404494382022
0.00905,0.01036,0.00896,0.01036,119,12503.0,1,0.9036697247706422
0.04009,0.043460000000000006,0.03563,0.04333,1061890,6764950.0,1,0.8876404494382022
2e-05,2.9999999999999997e-05,1e-05,2e-05,15,2263.0,0,0.8936781609195402
0.0113,0.03563,0.0113,0.02198,1795,12454.0,0,0.8876404494382022
0.0003,0.0003,0.00027,0.00028,2,10806.0,1,0.9036697247706422
0.00037999999999999997,0.00109,0.00037999999999999997,0.0004,94,6457.0,1,0.9036697247706422
0.00322,0.0034799999999999996,0.00305,0.0033200000000000005,49,60449.0,0,0.9036697247706422
0.21986999999999998,0.24456999999999998,0.21523,0.23381,40786,1193630.0,1,0.8876404494382022
0.02371,0.02375,0.01973,0.02018,299,322722.0,1,0.8876404494382022
0.0029,0.00322,0.00281,0.00322,331,13986.0,1,0.9036697247706422
0.4068,0.41108,0.37188000000000004,0.40554,565,563098.0,1,0.8876404494382022
1.66,1.67,1.46,1.58,504803,137191000.0,0,0.8876404494382022
0.032619999999999996,0.036910000000000005,0.02253,0.026789999999999998,106434,857377.0,1,0.8876404494382022
0.2258,0.22580999999999998,0.20396,0.20421,1737,394720.0,1,0.8876404494382022
0.0003,0.00037999999999999997,0.00028,0.00033999999999999997,3932,102268.0,1,0.9036697247706422
0.014209999999999999,0.01429,0.01272,0.01312,32,10880.0,1,0.8876404494382022
0.26983,0.3785,0.2286,0.26735,1726,41344.0,1,0.8876404494382022
0.01351,0.01372,0.0105,0.012969999999999999,168,19879.0,1,0.8876404494382022
0.01853,0.02113,0.01763,0.0201,2071210,7417980.0,1,0.8876404494382022
0.00252,0.00252,0.0017100000000000001,0.00193,43,150186.0,1,0.9036697247706422
0.00014,0.00014,0.00013000000000000002,0.00014,23,25151.0,1,0.8936781609195402
0.0049299999999999995,0.00495,0.00465,0.00469,24,253247.0,1,0.9036697247706422
0.70924,0.7841899999999999,0.68028,0.69872,4164,680339.0,1,0.8876404494382022
0.51472,0.56201,0.47200000000000003,0.51751,7151,1170410.0,1,0.8876404494382022
0.0033200000000000005,0.00361,0.0033200000000000005,0.00355,1997,543651.0,1,0.9036697247706422
0.0015400000000000001,0.0018100000000000002,0.0015300000000000001,0.0017800000000000001,1128,153695.0,1,0.9036697247706422
0.040999999999999995,0.041030000000000004,0.03388,0.03714,6577,275314.0,1,0.8876404494382022
5.9999999999999995e-05,7e-05,5e-05,5.9999999999999995e-05,2062,107136.0,1,0.8936781609195402
0.021580000000000002,0.022359999999999998,0.02083,0.02168,5809,232383.0,0,0.8876404494382022
0.0027,0.003,0.0026,0.00271,349,158039.0,1,0.9036697247706422
0.031869999999999996,0.03275,0.03125,0.0327,5501,3238200.0,1,0.8876404494382022
0.00941,0.00999,0.0094,0.0095,185,112201.0,1,0.9036697247706422
0.17457,0.1792,0.16691,0.16965,81333,1264280.0,0,0.8876404494382022
0.00015,0.00022999999999999998,9e-05,0.00022999999999999998,188,58775.0,0,0.8936781609195402
0.97385,1.04,0.92495,1.01,2138450,49964500.0,0,0.8876404494382022
0.00443,0.007370000000000001,0.00436,0.0067,317,6760.0,0,0.9036697247706422
0.014740000000000001,0.01546,0.00916,0.0093,95,568819.0,1,0.8876404494382022
1e-05,2e-05,1e-05,1e-05,517,364598.0,1,0.8936781609195402
0.035930000000000004,0.03804,0.03203,0.03211,111,13683.0,1,0.8876404494382022
106.37,116.21,93.56,96.46,17212,65896400.0,1,0.8476263399693721
0.02833,0.03924,0.02833,0.03696,238,43611.0,0,0.8876404494382022
